City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
419,Molochnoye,RU,74.21,59.2917,39.6787,"Gostevoy Dom ""Russkaya Izba"""
420,Malatya,TR,86.05,38.5,38.0,
422,Ambilobe,MG,89.82,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
423,Minsk,BY,74.95,53.9,27.5667,Minsk Hotel
424,Crestview,US,79.88,30.7621,-86.5705,"Holiday Inn Express & Suites Crestview South I-10, an IHG Hotel"
425,Okhotsk,RU,70.81,59.3833,143.3,
427,Puro,PH,86.09,12.4841,123.3827,
428,Ballina,AU,73.58,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
429,Sumbe,AO,73.99,-11.2061,13.8437,Hotel Ritz Sumbe
431,Fujin,CN,89.04,47.26,132.0322,Xilong Hotel Fujin Shop
436,Inhambane,MZ,72.19,-23.865,35.3833,Oceano
437,Xai-Xai,MZ,70.61,-25.0519,33.6442,Complexo da Familia
438,Izumo,JP,89.49,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
441,Alghero,IT,80.69,40.5589,8.3181,Villa Las Tronas Hotel & Spa
442,Dharchula,IN,78.96,29.85,80.5333,Mahara Hotel
444,Gornyy,RU,80.55,55.1153,83.9059,Gostinyy Dvor
445,Torbeyevo,RU,78.24,54.0797,43.2473,Кристалл
446,Nosy Varika,MG,71.85,-20.5833,48.5333,Hotel Volazara
447,Tenenkou,ML,80.55,14.4572,-4.9169,
449,Gunjur,GM,75.27,13.2019,-16.7339,Kuba Lodge
450,Nishihara,JP,86.68,26.1842,127.7558,Minshuku Agaihama
451,Wilmington Island,US,82.98,32.0036,-80.9737,Breezeway Studio Manor LLC
453,Gorontalo,ID,84.54,0.5412,123.0595,Maqna Hotel by Prasanthi
454,Victoria Point,AU,71.19,-27.5833,153.3,Bay Retreat Motel
458,Mazagao,BR,78.85,-0.115,-51.2894,Recanto dos Ferreiras
459,Thinadhoo,MV,81.99,0.5333,72.9333,
460,Orocue,CO,73.13,4.7912,-71.3354,Hotel Brisas de San Miguel
464,Riachao,BR,72.54,-7.3619,-46.6172,Pousada Nordestina
466,Amahai,ID,81.68,-3.3333,128.9167,HOTEL ISABELA
467,Verkhnevilyuysk,RU,84.54,63.4453,120.3167,Gostinitsa Mila
468,Bakhmach,UA,84.83,51.1808,32.7569,Мини Отель
469,Eyl,SO,89.98,7.9803,49.8164,Amiin Hotel
470,Ambanja,MG,84.07,-13.6833,48.45,Hotel Salama and Fast Food
472,Jagdispur,IN,87.62,25.4833,84.4167,Ramjee Stap Hotel
475,Sandpoint,US,83.16,48.2766,-116.5533,La Quinta Inn by Wyndham Sandpoint
476,Barmer,IN,87.76,25.75,71.3833,OYO 71911 Hotel Amber Palace
477,Ahuimanu,US,78.51,21.4447,-157.8378,Paradise Bay Resort
478,Tolmachevo,RU,82.38,54.9824,82.7363,OVB Hostel
480,Sao Miguel Do Araguaia,BR,70.88,-13.275,-50.1628,Hotel Executivo Palace
481,Aklavik,CA,70.63,68.2191,-135.0107,Aklavik Inn
483,Buchanan,LR,73.36,5.8808,-10.0467,Kamaneahn Hotel Inc
485,Dongning,CN,85.69,44.0622,131.1207,Huayu Hotel
491,Porto Novo,BJ,80.42,6.4965,2.6036,Tour Eiffel Hotel Benin
494,Gizo,SB,81.19,-8.103,156.8419,Imagination Island
498,Yamoussoukro,CI,71.49,6.8206,-5.2767,Residence Heaven
502,Auki,SB,77.77,-8.7676,160.7034,Auki Motel
503,Fare,PF,76.78,-16.7,-151.0167,Maitai Lapita Village Huahine
504,Olinda,BR,76.73,-8.0089,-34.8553,Hotel Albergue de Olinda
505,Adrar,MR,87.75,20.5022,-10.0711,
506,Zalaegerszeg,HU,74.79,46.84,16.8439,Apartmanhotel Szent Kristóf
507,Atambua,ID,81.59,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
510,Bontang,ID,84.52,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
513,Naze,JP,83.32,28.3667,129.4833,奄美ポートタワーホテル
520,Quixere,BR,72.45,-5.0742,-37.9886,Pousada Casa de la Abuela
522,Ardahan,TR,72.88,41.1087,42.7022,Kafkas Ari Hotel
523,Vangaindrano,MG,70.25,-23.35,47.6,Hotel Fanilo
528,Balaghat,IN,75.04,21.8,80.1833,Hotel celebration
529,Oriximina,BR,71.06,-1.7656,-55.8661,Pousada Tia Amélia
530,Xuddur,SO,81.3,4.1213,43.8894,Banjanay Hotel
531,Itoman,JP,87.4,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
533,Shiliguri,IN,88.57,26.7,88.4333,Classic Hotel and Lodge
534,Tucurui,BR,70.95,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
537,Nouadhibou,MR,71.58,20.931,-17.0347,El Medina
538,Waingapu,ID,83.17,-9.6567,120.2641,Pondok Wisata Elim
541,Port-Gentil,GA,78.76,-0.7193,8.7815,Fengshui Residence
542,Pombas,CV,74.98,17.1503,-25.0201,Paul Paradis
543,Natchez,US,77.25,31.5604,-91.4032,Hampton Inn & Suites Natchez
545,Manuk Mangkaw,PH,84.88,4.8,119.85,
546,Dutse,NG,76.71,11.7594,9.3392,Central Mosque Galamawa
547,Marshall,US,75.9,34.3834,-86.3333,Riverview Campground
549,Nagato,JP,85.91,34.3833,131.2,いそう庵
551,Tomelloso,ES,70.52,39.1522,-3.0243,Hotel Altora
552,Wajir,KE,84.78,1.7471,40.0573,Al-bustan Hotel And Restaurant.
553,Bintulu,MY,86.41,3.1667,113.0333,900 Boutique INN
556,Sorong,ID,86.7,-0.8833,131.25,waigo splash hotel
557,San Andres,CO,81.86,12.5847,-81.7006,Hotel Arena Blanca
558,Jumla,NP,71.85,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
559,Kuandian,CN,82.31,40.7286,124.7847,Hi Inn Dandong Kuandian Ji Xian Garden
560,Springfield,US,74.43,37.2153,-93.2982,University Plaza Hotel & Convention Center
562,Namibe,AO,77.85,-15.1961,12.1522,Hotel Chik Chik Namibe
563,Bandarbeyla,SO,88.9,9.4942,50.8122,JABIR HOTEL
564,Port Blair,IN,84.25,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
